S,G,Prec,Rec,F1,eTaP,eTaR,eTaF1,FPA,Scen
0.9,2.5,23.025658113962013,76.86318131256952,35.43589743589743,11.151182001921326,90.28355104874862,19.85056359386163,1502.0,100.0
0.9,3.0,23.252732692944683,78.08676307007786,35.83460949464013,10.733352564496183,90.83035594091824,19.19808262654337,1497.0,100.0
0.9,3.5,23.467369808833222,79.19911012235818,36.20645817442156,10.214365152432247,91.27239572737294,18.372634424717365,1494.0,100.0
0.9,4.0,23.571897570584373,79.86651835372636,36.40050697084918,10.082956355697474,91.50016928360394,18.164280880693205,1490.0,100.0
0.9,4.5,23.60655737704918,80.08898776418243,36.46492782983034,10.079174588605955,91.57727967321432,18.159661319656863,1488.0,100.0
0.9,5.0,23.62565445026178,80.31145717463849,36.51074589127686,10.046948215950705,91.65763681607146,18.108908863794955,1487.0,100.0
0.9,6.0,23.65766352098926,80.86763070077865,36.6062437059416,9.882652087282926,91.97013681607146,17.847500777528754,1483.0,100.0
0.9,7.0,23.63224344448041,81.20133481646273,36.609829488465394,9.938160571344753,92.10677101520568,17.940565314227587,1477.0,100.0
0.9,8.0,23.639291465378424,81.64627363737486,36.663336663336665,9.903773112167134,92.38950911044375,17.889830422746584,1470.0,100.0
0.9,9.0,23.61244786653834,81.86874304783093,36.65338645418327,9.897921302957249,92.56808053901518,17.883621101056196,1466.0,100.0
0.9,10.0,23.58941664010201,82.31368186874305,36.66997026759167,9.778437942128544,92.77641387234851,17.69215964906554,1458.0,100.0
0.9,12.0,23.56667722521381,82.75862068965517,36.68639053254438,9.371509035692576,92.98474720568186,17.026949414107182,1446.0,100.0
0.9,15.0,23.453689167974883,83.09232480533927,36.581782566111656,9.165022411433352,93.14843768187234,16.688078346012666,1433.0,100.0
0.9,20.0,23.10302282541641,83.31479421579533,36.17483699589471,8.52732750113348,93.26748530091994,15.625990568196295,1410.0,100.0
0.9,25.0,22.851919561243143,83.42602892102336,35.87658454915092,8.732373839211933,93.32700911044375,15.970434256886366,1389.0,100.0
1.0,0.1,93.76623376623375,40.155728587319246,56.230529595015575,86.3623348731806,70.81094753777126,77.81728128518239,17.0,100.0
1.0,0.5,93.34916864608076,43.71523915461624,59.54545454545455,87.57708558168073,72.54131177839386,79.35323828575727,17.0,100.0
1.0,1.0,93.61702127659576,48.9432703003337,64.28049671292915,87.12854382054854,74.73997823351928,80.46018319103297,17.0,100.0
1.0,1.5,93.34637964774952,53.05895439377085,67.65957446808511,87.3739835220625,76.50233530400705,81.57754374927131,17.0,100.0
1.0,2.0,92.57884972170687,55.50611790878754,69.4019471488178,86.71217498850307,77.53992075553626,81.86994688489654,17.0,100.0
1.0,2.5,91.1149825783972,58.175750834260285,71.01154107264087,83.26152847864103,78.56239005422135,80.84373108937288,19.0,100.0
1.0,3.0,89.51747088186356,59.84427141268076,71.73333333333333,84.09320785900076,79.25661135976485,81.60330663544534,18.0,100.0
1.0,3.5,88.73015873015872,62.18020022246941,73.11968606932636,81.00280577243927,80.17047232149815,80.58448987254678,18.0,100.0
1.0,4.0,87.53846153846155,63.29254727474972,73.46675274370563,80.82747350586965,80.55459086253158,80.69080147412349,18.0,100.0
1.0,4.5,86.9894099848714,63.95995550611791,73.71794871794873,81.50186370927469,80.89227401271472,81.19592473226149,17.0,100.0
1.0,5.0,86.14008941877795,64.29365962180201,73.63057324840764,82.16181675442445,81.01727401271475,81.58553145604543,16.0,100.0
1.0,6.0,84.1654778887304,65.62847608453838,73.75,80.16971131585589,81.69286925080999,80.92412367914717,18.0,100.0
1.0,7.0,82.04419889502762,66.0734149054505,73.19778188539742,79.08496365438369,81.91608353652427,80.47563170832996,18.0,100.0
1.0,8.0,79.76031957390146,66.62958843159066,72.60606060606061,77.82770239837443,82.25834544128617,79.98171127566607,18.0,100.0
1.0,9.0,77.66367137355584,67.29699666295885,72.10965435041716,78.5020634288539,82.63036925080998,80.51333155221913,18.0,100.0
1.0,10.0,75.36945812807882,68.07563959955506,71.53711279953244,77.94403093394114,82.97263115557189,80.37975987673504,17.0,100.0
1.0,12.0,72.72727272727273,68.52057842046719,70.56128293241696,72.3394565637819,83.18096448890522,77.3823235154452,17.0,100.0
